"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"City","Valleyford","Valleyford","WA","Spokane, WA","""Spokane-Spokane Valley, WA""",10837,9.11965811965812,,,,368400,-0.135538086202223,9.61023504909253,0.0479071661237784,,0.021978021978022,0,56
"City","Cotter","Cotter","AR","Mountain Home, AR","""Mountain Home, AR""",10838,7.89209401709402,100,,,130400,0.617283950617284,21.1895910780669,,,0.153061224489796,0,98
"City","Holly Ridge","Holly Ridge","NC","Jacksonville, NC","""Jacksonville, NC""",10839,3.28205128205128,80,,,165400,0.121065375302663,2.28818800247372,0.0314147521160821,,,,96
"City","Friant","Friant","CA","Fresno, CA","""Fresno, CA""",10840,0.792735042735043,0,,44.7227,481600,0.500834724540901,6.40742377375166,0.0222612126245847,,,,57
"City","Mount Olive","Mount Olive","IL","St. Louis, MO","""St. Louis, MO-IL""",10842,0.0833333333333333,,,,59700,-0.995024875621891,-7.44186046511628,0.00547738693467337,,0.25,0.0225563909774436,148.5
"City","Maunaloa","Maunaloa","HI","Kahului, HI","""Kahului-Wailuku-Lahaina, HI""",10843,8.84294871794872,0,,,270200,-0.0369959304476508,28.9737470167064,,,0.0689655172413793,0,118
"City","Long Beach Township","Long Beach Township","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",10844,8.35683760683761,88.89,,,815200,0.245941957697983,5.28219036549141,0.0159592737978411,,0.0220458553791887,0,198
"City","Tiki Island","Tiki Island","TX","Houston, TX","""Houston-The Woodlands-Sugar Land, TX""",10846,2.38888888888889,100,,,464500,-0.0215238915195867,0.824831777729542,0.0270484391819161,,,,76
"City","Elburn","Elburn","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",10850,2.08226495726496,0,,,266900,0.150093808630394,6.58945686900958,0.0327500936680405,,0.116803278688525,0.0350877192982456,83
"City","New Virginia","New Virginia","IA","Des Moines, IA","""Des Moines-West Des Moines, IA""",10852,2.83547008547009,,,,160000,0.692259282567653,1.58730158730159,0.0142687500000001,,0.0858208955223881,0,65
"City","Fairmount","Fairmount","GA","Calhoun, GA","""Calhoun, GA""",10853,4.95405982905983,,,,124600,0.483870967741935,9.87654320987654,,,0.095086371794919,0.0267149657404481,57
"City","McDonald Chapel","McDonald Chapel","AL","Birmingham, AL","""Birmingham-Hoover, AL""",10854,2.58547008547009,0,,,51300,1.58415841584158,0.391389432485323,0.0293567251461988,,,,79
"City","Minor","Minor","AL","Birmingham, AL","""Birmingham-Hoover, AL""",10855,2.69337606837607,0,,,64900,1.40625,1.72413793103448,0.0284437596302003,,,,79
"City","Barton","Barton","MD","Cumberland, MD","""Cumberland, MD-WV""",10856,8.25641025641026,,,,67900,1.49476831091181,8.12101910828025,0.0352577319587628,,0.209302325581395,0.037037037037037,143
"City","Cambridge","Cambridge","IL","Davenport, IL","""Davenport-Moline-Rock Island, IA-IL""",10858,6.36111111111111,,,,95400,1.48936170212766,2.36051502145923,0.0333647798742138,,0.144469525959368,0.015625,83
"City","Crescent Beach","Crescent Beach","FL","Jacksonville, FL","""Jacksonville, FL""",10859,9.41025641025641,83.33,,,310400,2.07168694508385,12.4230351321985,0.033479381443299,,,,91
"City","Cotton","Cotton","MN","Duluth, MN","""Duluth, MN-WI""",10860,4.00213675213675,,,,122800,0.573300573300573,1.99335548172757,0.0281433224755701,,0.11440329218107,0,77.5
"City","Glenarm","Glenarm","IL","Springfield, IL","""Springfield, IL""",10861,8.82905982905983,,,,173000,0.289855072463768,4.65819721718088,0.0448612716763006,,0.0841750841750842,0,73
"City","Addison","Addison","MI","Adrian, MI","""Adrian, MI""",10862,8.99358974358974,100,,,159700,0.820707070707071,12.3856439127375,,,0.102639296187683,0,81
"City","Jackson Center","Jackson Center","OH","Sidney, OH","""Sidney, OH""",10863,9.16132478632479,,,,108800,1.96813495782568,2.06378986866792,,,0.0617283950617284,0,89
"City","Posey","Posey","CA","Visalia, CA","""Visalia-Porterville, CA""",10865,2.49786324786325,100,,39.8565,135600,0,10.6035889070147,0.04,,0.416666666666667,0.2,72
"City","Berry Creek","Berry Creek","CA","Chico, CA","""Chico, CA""",10866,9.29166666666667,,,,202800,0.346363186541316,7.52916224814422,0.0361834319526628,,0.0533333333333333,0,60
"City","Volcano","Volcano","CA",,,10868,9.23076923076923,100,,,306700,2.06322795341098,12.9650092081031,,,0.0829015544041451,0,74
"City","Sherwood","Sherwood","WI","Appleton, WI","""Appleton, WI""",10869,7.79807692307692,50,,,208800,0.626506024096385,8.46753246753247,0.0347222222222223,,0.0355987055016181,0,71.5
"City","Campbellsport","Campbellsport","WI","Fond du Lac, WI","""Fond du Lac, WI""",10870,6.39850427350427,,,,131100,1.07941403238242,6.32603406326034,0.0300152555301296,,0.07457898957498,0.032258064516129,85
"City","Jonestown","Jonestown","PA","Lebanon, PA","""Lebanon, PA""",10871,2.50213675213675,0,,,170000,0.591715976331361,5.78718108276291,0.0359117647058824,,,,78
"City","Belleville","Belleville","WI","Madison, WI","""Madison, WI""",10873,5.04594017094017,100,,,187800,0.427807486631016,3.13014827018122,0.0185463258785943,,0.0514933058702369,0,66
"City","Clyo","Clyo","GA","Savannah, GA","""Savannah, GA""",10876,8.85790598290598,,,,154500,1.31147540983607,2.31788079470199,0.0302459546925566,,0.0838323353293413,0,82
"City","Coffeen","Coffeen","IL",,,10878,5.12393162393162,,,,50900,0.394477317554241,1.39442231075697,,,0.242424242424242,0,103
"City","Haskins","Haskins","OH","Toledo, OH","""Toledo, OH""",10879,3.24893162393162,100,,,169600,-0.352526439482961,5.53827006845053,0.0210200471698114,,0.0880503144654088,0,65
"City","Dowell","Dowell","MD","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",10880,5.72649572649573,,,,278900,1.05072463768116,6.00532117065754,0.023330942990319,,0.276595744680851,0,104
"City","Krugerville","Krugerville","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",10881,9.82905982905983,100,,,217300,0.415896487985213,12.2997416020672,0.0481960423377819,,,,47
"City","Hiram","Hiram","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",10882,4.88354700854701,,,,136900,0.366568914956012,7.2884012539185,0.0474141709276845,,0.110603029436982,0.0335917312661499,54
"City","Mount Jackson","Mount Jackson","VA",,,10883,1.76709401709402,66.67,,,164700,0.121580547112462,5.03826530612245,,,0.0919324577861163,0.0204081632653061,78.5
"City","New Berlin","New Berlin","IL","Springfield, IL","""Springfield, IL""",10884,5.30662393162393,100,,,115300,-0.0866551126516464,-0.603448275862069,0.0364093668690373,,0.106591865357644,0.0131578947368421,73
"City","Topton","Topton","PA","Reading, PA","""Reading, PA""",10885,4.12606837606838,,,,172300,0.583771161704612,8.91276864728192,0.0254497968659315,,0.0817843866171004,0.0909090909090909,85
"City","Philo","Philo","OH","Zanesville, OH","""Zanesville, OH""",10886,3.20512820512821,100,,,78300,-0.127551020408163,-2.61194029850746,,,0.226666666666667,0,95
"City","Andalusia","Andalusia","IL","Davenport, IL","""Davenport-Moline-Rock Island, IA-IL""",10889,5.23824786324786,,,,119600,1.1844331641286,-2.20768601798855,0.0283361204013377,,0.125053173979248,0.0162631920571195,80
"City","Ross","Ross","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",10890,7.8974358974359,,,,2622300,0.532893727955835,4.2912822144448,0.0124306906151088,,0.0158730158730159,0,44
"City","England","England","AR","Little Rock, AR","""Little Rock-North Little Rock-Conway, AR""",10891,9.80448717948718,0,,,111000,2.30414746543779,19.7411003236246,0.0815405405405405,,0.051792828685259,0,80.5
"City","Wellston","Wellston","OK","Oklahoma City, OK","""Oklahoma City, OK""",10893,6.02991452991453,,,,71400,0.280898876404494,2,0.0364425770308123,,0.123762376237624,0,71
"City","Augusta","Augusta","MI","Kalamazoo, MI","""Kalamazoo-Portage, MI""",10895,3.52136752136752,,,,182400,0.495867768595041,2.76056338028169,0.0275767543859649,,0.071304347826087,0.024390243902439,74
"City","Hoodsport","Hoodsport","WA","Shelton, WA","""Shelton, WA""",10896,0.10042735042735,66.67,,,159600,0.314267756128221,-4.60251046025105,,,0.103174603174603,0.0769230769230769,64
"City","Oakham","Oakham","MA","Worcester, MA","""Worcester, MA-CT""",10897,5.09294871794872,50,,,278600,0.143781452192667,9.46954813359529,0.0392246949030868,,0.0398860398860399,0.0714285714285714,74
"City","Angora","Angora","MN","Duluth, MN","""Duluth, MN-WI""",10898,7.70192307692308,,,,93900,1.95439739413681,20.5391527599487,0.0215441959531417,,0.131147540983607,0,77.5
"City","Ucon","Ucon","ID","Idaho Falls, ID","""Idaho Falls, ID""",10900,7.90277777777778,,,,133100,0.604686318972033,3.49922239502333,0.0561081893313298,,0.189189189189189,0,
"City","Hernando Beach","Hernando Beach","FL","Tampa, FL","""Tampa-St. Petersburg-Clearwater, FL""",10901,4.8525641025641,100,,,282900,-0.141193081539005,4.23728813559322,0.0272958642629904,,0.0654296875,0.0597014925373134,84
"City","Shokan","Shokan","NY","Kingston, NY","""Kingston, NY""",10902,9.37286324786325,100,,,234400,-0.25531914893617,4.3633125556545,0.0485452218430034,,0.01875,0,143.5
"City","Edisto Beach","Edisto Beach","SC",,,10903,2.89850427350427,50,,4.2245,359800,-0.360011077263916,-4.66348701642819,,,0.0755395683453237,0,154.5
"City","North Garden","North Garden","VA","Charlottesville, VA","""Charlottesville, VA""",10904,3.25641025641026,,,,265700,-0.449606594230049,-0.0752162467092892,0.0333458788106888,,0.0607476635514019,0.0769230769230769,93
"City","Lavon","Lavon","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",10905,9.15705128205128,100,,,230200,0.130491518051327,6.03408567480424,0.0366463944396178,,,,49
"City","Santa Ysabel","Santa Ysabel","CA","San Diego, CA","""San Diego-Carlsbad, CA""",10908,0.291666666666667,66.67,,,481300,-0.92630712227254,4.92696751689557,0.0250799916891751,,,,52
"City","Berkey","Berkey","OH","Toledo, OH","""Toledo, OH""",10909,8.97115384615385,,,,173700,0.346620450606586,9.79772439949431,0.0248071387449627,,0.0810810810810811,0,80
"City","Saint Anne","Saint Anne","IL","Kankakee, IL","""Kankakee, IL""",10910,1.23397435897436,,,,80900,0,-4.71142520612485,0.0406674907292954,,0.165329052969502,0.058252427184466,93
"City","Coal Fork","Coal Fork","WV","Charleston, WV","""Charleston, WV""",10911,2.87179487179487,,,,68600,-0.290697674418605,-0.867052023121387,0.0370845481049562,,0.137614678899083,0.0333333333333333,112.5
"City","Austinburg","Austinburg","OH","Ashtabula, OH","""Ashtabula, OH""",10912,0.462606837606838,,,15.8228,138600,-0.78740157480315,-0.858369098712446,,,0.0752212389380531,0.0588235294117647,91
"City","Quantico","Quantico","MD","Salisbury, MD","""Salisbury, MD-DE""",10913,1.95299145299145,100,,,110100,-0.361990950226244,0.547945205479452,0.0227520435967303,,0.156862745098039,0,95
"City","Douglas","Douglas","MI","Holland, MI","""Holland, MI""",10914,5.23076923076923,,,,318300,1.01555061885116,-0.469043151969981,0.0144863336475023,,0.0756302521008403,0,86
"City","Crescent","Crescent","OK","Oklahoma City, OK","""Oklahoma City, OK""",10915,8.89209401709402,100,,,100800,0.398406374501992,18.5882352941176,0.0648115079365079,,0.0974025974025974,0.0666666666666667,77
"City","White Island Shores","White Island Shores","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",10916,0.342948717948718,,,,235100,0.298634812286689,2.66375545851528,0.0106337728626116,,0.100952380952381,0.132075471698113,73
"City","Josephine","Josephine","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",10917,9.92307692307692,100,,,183200,0.659340659340659,8.78859857482185,0.0397816593886462,,,,49
"City","Sims","Sims","NC","Wilson, NC","""Wilson, NC""",10918,2.84401709401709,,,,175300,0.114220445459737,2.51461988304094,,,0.0885714285714286,0.129032258064516,118
"City","Eros","Eros","LA","Monroe, LA","""Monroe, LA""",10920,9.83119658119658,,,,145800,0.62111801242236,26.6724587315378,,,0.0927835051546392,0,73
"City","Morrisville","Morrisville","MO","Springfield, MO","""Springfield, MO""",10921,2.76923076923077,,,,137000,-0.93998553868402,-1.43884892086331,0.0407226277372263,,0.118055555555556,0,
"City","Dowling","Dowling","MI","Grand Rapids, MI","""Grand Rapids-Wyoming, MI""",10922,2.4775641025641,,,,147900,0.06765899864682,4.81927710843374,0.0390060851926977,,0.0894308943089431,0.0454545454545455,73
"City","Portal","Portal","GA","Statesboro, GA","""Statesboro, GA""",10923,8.94978632478633,,,,111300,4.21348314606742,7.01923076923077,,,0.0776699029126214,0,72.5
"City","Elkins","Elkins","AR","Fayetteville, AR","""Fayetteville-Springdale-Rogers, AR-MO""",10924,6.10897435897436,100,,,132000,0.303951367781155,5.34716679968077,0.0297348484848485,,0.0900900900900901,0,69
"City","Clements","Clements","MD","California-Lexington Park, MD","""California-Lexington Park, MD""",10927,1.25320512820513,,,,288900,0,2.66524520255864,,,0.113333333333333,0.117647058823529,111
"City","Valmeyer","Valmeyer","IL","St. Louis, MO","""St. Louis, MO-IL""",10928,9.40064102564103,100,,,141500,0.783475783475784,9.01386748844376,0.0273356890459364,,0.0456140350877193,0,79
"City","Flying Hills","Flying Hills","PA","Reading, PA","""Reading, PA""",10929,0.00534188034188034,0,,,131500,-0.0759878419452888,-10.6657608695652,-0.00790874524714824,,,,85
"City","Cave Springs","Cave Springs","AR","Fayetteville, AR","""Fayetteville-Springdale-Rogers, AR-MO""",10933,3.15384615384615,,,,243700,-0.32719836400818,4.45777968281183,0.0248461222814937,,0.0893970893970894,0,72.5
"City","Big Pine","Big Pine","CA",,,10934,6.82692307692308,100,,,230300,2.12860310421286,10.7744107744108,,,0.173076923076923,0.111111111111111,
"City","Fawnskin","Fawnskin","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",10936,4.20940170940171,83.33,,,286400,-0.209059233449477,4.71663619744059,0.0397835195530727,,,,66
"City","Cleveland","Cleveland","WI","Manitowoc, WI","""Manitowoc, WI""",10937,1.19978632478632,0,,,128400,-0.233100233100233,4.98773507767784,,,0.0933660933660934,0.0263157894736842,89.5
"City","Denmark","Denmark","WI","Green Bay, WI","""Green Bay, WI""",10938,9.51495726495727,100,,,143400,1.41442715700141,9.96932515337423,0.0356206415620641,,0.0752032520325203,0,64
"City","Ridge","Ridge","MD","California-Lexington Park, MD","""California-Lexington Park, MD""",10940,9.51068376068376,,,,273500,0.256598240469208,4.46906035141329,,,0.0319148936170213,0,111
"City","Mattawa","Mattawa","WA","Moses Lake, WA","""Moses Lake, WA""",10942,8.32264957264957,,,,157800,1.67525773195876,16.1147902869757,,,0.16,0,77
"City","Collings Lakes","Collings Lakes","NJ","Atlantic City, NJ","""Atlantic City-Hammonton, NJ""",10943,0.746794871794872,0,,22.2222,142800,0,3.03030303030303,0.0241666666666667,,,,158.5
"City","Melba","Melba","ID","Boise City, ID","""Boise City, ID""",10945,7.13034188034188,,,,221800,0.361990950226244,13.4526854219949,0.0374977457168619,,0.0915032679738562,0.0357142857142857,54
"City","Barnegat Light","Barnegat Light","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",10946,3.0491452991453,50,,,768000,-0.608256762003365,0.497252028264852,0.00225911458333328,,0.0232558139534884,0,125
"City","Maurertown","Maurertown","VA",,,10947,1.58226495726496,100,,,188800,-0.788229111928534,2.16450216450216,,,0.115002265821067,0,78.5
"City","Willis","Willis","VA","Blacksburg, VA","""Blacksburg-Christiansburg-Radford, VA""",10952,3.11858974358974,,,,119200,-2.13464696223317,0.0839630562552477,0.0295721476510067,,0.0798611111111111,0,77
"City","Ladd","Ladd","IL","Ottawa, IL","""Ottawa-Peru, IL""",10953,1.26602564102564,,,,74400,-0.401606425702811,2.05761316872428,,,0.184782608695652,0.0294117647058824,104
"City","White Marsh","White Marsh","MD","Baltimore, MD","""Baltimore-Columbia-Towson, MD""",10954,0.63034188034188,50,,,356400,-0.558035714285714,-0.641204349038193,0.0134567901234568,,0.0822784810126582,0.0307692307692308,90
"City","Ogden","Ogden","IL","Champaign-Urbana, IL","""Champaign-Urbana, IL""",10955,8.29700854700855,100,,,128200,1.34387351778656,3.72168284789644,0.0232839313572544,,0.0616113744075829,0,90
"City","Turtletown","Turtletown","TN","Cleveland, TN","""Cleveland, TN""",10956,0.663461538461538,100,,,107200,0.280636108512629,-4.54140694568121,0.0264272388059701,,0.174311926605505,0.0526315789473684,76
"City","Arcadia","Arcadia","OH","Findlay, OH","""Findlay, OH""",10958,5.92094017094017,,,,125900,1.28720836685438,19.9047619047619,,,0.0943396226415094,0.1,63
"City","Isle of Hope","Isle of Hope","GA","Savannah, GA","""Savannah, GA""",10959,6.33012820512821,100,,,293400,0.582790538224203,3.96881644223955,0.0320347648261758,,,,81
"City","Sarah","Sarah","MS","Memphis, TN","""Memphis, TN-MS-AR""",10960,4.87286324786325,,,,115400,-0.345423143350604,9.6958174904943,0.0604332755632582,,0.103030303030303,0.0588235294117647,66
"City","Loganville","Loganville","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",10961,5.88568376068376,,,,166900,0.300480769230769,7.12451861360719,0.0478609946075494,,0.0822138126773888,0.0517836593785961,71
"City","Hill 'n Dale","Hill 'n Dale","FL","Tampa, FL","""Tampa-St. Petersburg-Clearwater, FL""",10962,8.89529914529914,100,,,65400,0.460829493087558,28.9940828402367,0.0825840978593273,,0.131386861313869,0.0925925925925926,84
"City","Clifford","Clifford","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",10963,7.76388888888889,,,,119700,0.503778337531486,19.4610778443114,0.0469089390142021,,0.154929577464789,0,68
"City","Gumspring","Gumspring","VA","Richmond, VA","""Richmond, VA""",10964,3.61324786324786,100,,,204400,-0.486854917234664,4.82051282051282,0.0337084148727984,,0.10801393728223,0.0645161290322581,103
"City","Fall River","Fall River","WI","Madison, WI","""Madison, WI""",10966,3.51495726495726,,,,182500,-0.218698742482231,4.10724472333143,0.0309479452054795,,0.0700808625336927,0,66
"City","Third Lake","Third Lake","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",10967,7.40811965811966,100,,,255500,0.471883602044829,3.23232323232323,0.0272954990215264,,,,92
"City","Belmont","Belmont","OH","Wheeling, OH","""Wheeling, WV-OH""",10969,5.35683760683761,,,,130600,-0.152905198776758,-2.02550637659415,0.0383537519142421,,0.0458452722063037,0.0625,103.5
"City","Avila Beach","Avila Beach","CA","San Luis Obispo, CA","""San Luis Obispo-Paso Robles-Arroyo Grande, CA""",10970,7.59188034188034,100,,,854900,0.422882650064607,8.80743286241568,0.0241349865481342,,,,65
"City","Stony Point","Stony Point","MI","Monroe, MI","""Monroe, MI""",10971,4.28418803418803,100,,,113600,0.0881057268722467,-0.786026200873363,0.029225352112676,,,,78
"City","Mannford","Mannford","OK","Tulsa, OK","""Tulsa, OK""",10972,8.24465811965812,,,,112800,0.445235975066785,15.9301130524152,0.0429609929078014,,0.082089552238806,0.0909090909090909,82.5
"City","Sunnyvale","Sunnyvale","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",10974,8.91773504273504,100,,,410800,0.834560628375061,7.11864406779661,0.0380477117818889,,,,48
"City","Coyle","Coyle","OK","Oklahoma City, OK","""Oklahoma City, OK""",10975,9.99358974358974,,,,104000,2.76679841897233,24.8499399759904,0.0524711538461538,,0,0,77
"City","Foster","Foster","OR","Albany, OR","""Albany, OR""",10980,4.47863247863248,100,,,131100,-0.304182509505703,-3.81511371973588,,,0.0540540540540541,0,63.5
"City","Johannesburg","Johannesburg","MI",,,10983,3.78846153846154,,,,116200,-0.257510729613734,9.31326434619003,,,0.149019607843137,0,77
"City","Marshall","Marshall","WI","Madison, WI","""Madison, WI""",10984,9.61324786324786,100,,,200900,1.20906801007557,8.47732181425486,0.02887506222001,,0.0436241610738255,0,66
"City","Brooklyn","Brooklyn","WI","Madison, WI","""Madison, WI""",10986,4.02136752136752,,,,191300,-0.416449765747007,6.69269380925823,0.0326293779404077,,0.0714285714285714,0.0217391304347826,66
"City","Saratoga","Saratoga","NY","Albany, NY","""Albany-Schenectady-Troy, NY""",10990,2.45940170940171,,,,242100,0.791007493755204,7.21877767936227,0.00828170177612564,,0.0599173553719008,0.103448275862069,86
"City","Dexter","Dexter","NY","Watertown, NY","""Watertown-Fort Drum, NY""",10991,5.60042735042735,,,,142500,0.0702247191011236,8.94495412844037,,,0.118723711276903,0.0578597449516391,143
"City","Ruston","Ruston","WA","Seattle, WA","""Seattle-Tacoma-Bellevue, WA""",10992,6.9508547008547,50,,,393300,1.02748522989982,13.342939481268,0.0482278159166032,,,,49
"City","Lodi","Lodi","WI","Madison, WI","""Madison, WI""",10993,0.772435897435897,,,,232400,-0.97997443544951,-2.7208036835496,0.0115060240963856,,0.0384615384615385,0.0169491525423729,66
"City","Cecil","Cecil","PA","Pittsburgh, PA","""Pittsburgh, PA""",10994,7.90064102564103,,,,194500,-1.06815869786368,1.77917320774464,0.0309203084832905,,0.0453074433656958,0,109
"City","Orfordville","Orfordville","WI","Janesville, WI","""Janesville-Beloit, WI""",10996,1.74358974358974,,,,127800,0.550747442958301,3.56564019448947,0.0299843505477309,,0.0851735015772871,0.0740740740740741,64
"City","Rural Hall","Rural Hall","NC","Winston-Salem, NC","""Winston-Salem, NC""",10997,1.73931623931624,33.33,,,124200,0,7.25388601036269,0.0354508856682769,,0.0673352435530086,0.0957446808510638,71
"City","Emerson","Emerson","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",10998,9.24679487179487,,,,125500,2.70049099836334,20.4414587332054,0.0594262948207172,,0.155038759689923,0,59.5
"City","Saybrook","Saybrook","IL","Bloomington, IL","""Bloomington, IL""",10999,6.04273504273504,,,,93200,-0.320855614973262,1.96936542669584,0.035118025751073,,0.102362204724409,0,88.5
"City","Annapolis","Annapolis","CA","Santa Rosa, CA","""Santa Rosa, CA""",11000,9.27350427350427,100,,,739200,0.681013347861618,7.44186046511628,0.00694534632034638,,0,0,46
"City","Jamaica Beach","Jamaica Beach","TX","Houston, TX","""Houston-The Woodlands-Sugar Land, TX""",11003,9.20192307692308,100,,,277100,0.180766449746927,6.16858237547893,0.0429267412486467,,,,76
"City","Orchard Homes","Orchard Homes","MT","Missoula, MT","""Missoula, MT""",11004,4.47008547008547,,,,282800,0.604766986837424,4.66321243523316,0.00602899575671856,,0.0918032786885246,0.0119047619047619,
"City","Angelus Oaks","Angelus Oaks","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",11005,9.48824786324786,100,,,209700,0.672107537205953,6.82628629648497,0.0425703385789222,,0.104166666666667,0,66
"City","Corydon","Corydon","KY","Evansville, IN","""Evansville, IN-KY""",11006,6.81410256410256,100,,,117900,-0.338123415046492,9.16666666666667,0.03735368956743,,0.0867052023121387,0,64
"City","Allenspark","Allenspark","CO","Boulder, CO","""Boulder, CO""",11009,9.12393162393162,100,,,290300,2.76106194690266,5.21928234867706,0.0193730623492938,,0,0,54
"City","Shady Cove","Shady Cove","OR","Medford, OR","""Medford, OR""",11010,1.21688034188034,100,,35.0006,233800,-0.468284376330353,2.76923076923077,0.027185628742515,,0.0697674418604651,0.166666666666667,69
"City","Elmwood","Elmwood","TN","Nashville, TN","""Nashville-Davidson--Murfreesboro--Franklin, TN""",11013,9.08760683760684,100,,,132800,1.06544901065449,16.6959578207381,0.0357003012048194,,0.0873015873015873,0,58
"City","Pineville","Pineville","SC","Charleston, SC","""Charleston-North Charleston, SC""",11014,8.52350427350427,,,,125300,0.80450522928399,4.67836257309941,,,0.0975609756097561,0,74
"City","Beechgrove","Beechgrove","TN","Tullahoma, TN","""Tullahoma-Manchester, TN""",11015,8.20192307692308,100,,,144000,0.769769069279216,3.8961038961039,,,0.0695187165775401,0,65
"City","Garfield","Garfield","AR","Fayetteville, AR","""Fayetteville-Springdale-Rogers, AR-MO""",11016,5.14423076923077,,,,174300,-0.909607731665719,10.4562737642586,0.0370854847963282,,0.0765765765765766,0.0294117647058824,72.5
"City","Coulee Dam","Coulee Dam","WA",,,11019,0.221153846153846,,,,134600,-0.664206642066421,3.06278713629403,,,0.0824742268041237,0.125,78.5
"City","Rudy","Rudy","AR","Fort Smith, AR","""Fort Smith, AR-OK""",11020,5.43055555555556,100,,17.9211,119700,-0.415973377703827,4.54148471615721,0.0509607351712615,,0.121739130434783,0,81
"City","Bowdon","Bowdon","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",11021,2.53846153846154,,,,89000,-0.89086859688196,-2.1978021978022,0.0477865168539326,,0.102199223803364,0.0253164556962025,69
"City","Suches","Suches","GA",,,11023,4.28632478632479,,,,196900,0.35677879714577,-2.03980099502488,,,0.205882352941176,0,122
"City","Point Roberts","Point Roberts","WA","Bellingham, WA","""Bellingham, WA""",11026,0.685897435897436,100,,,255100,-0.739299610894942,6.4246975385899,0.019498235985888,,0.0882352941176471,0.0666666666666667,50
"City","Los Alamos","Los Alamos","CA","Santa Maria-Santa Barbara, CA","""Santa Maria-Santa Barbara, CA""",11028,9.64957264957265,100,,,537000,-0.702662721893491,5.95895816890292,0.0480167597765364,,0.0546875,0,71
"City","Jefferson","Jefferson","GA","Jefferson, GA","""Jefferson, GA""",11029,7.65384615384615,100,,,176300,0.800457404230989,6.26883664858348,,,0.0864345738295318,0.0208333333333333,65
"City","Rheems","Rheems","PA","Lancaster, PA","""Lancaster, PA""",11031,0.912393162393162,50,,,190900,0.262605042016807,4.48823207443897,0.0285280251440545,,,,73
"City","Nunnelly","Nunnelly","TN","Nashville, TN","""Nashville-Davidson--Murfreesboro--Franklin, TN""",11033,2.62606837606838,,,,113100,0.712377560106857,1.98376916140667,0.0101945181255525,,0.120171673819743,0,58
"City","Amboy","Amboy","WA","Portland, OR","""Portland-Vancouver-Hillsboro, OR-WA""",11034,8.51602564102564,100,,,403400,0.0247954376394743,5.16162669447341,0.035746157659891,,0.0206185567010309,0,53
"City","Gadsden","Gadsden","SC","Columbia, SC","""Columbia, SC""",11035,7.66025641025641,,,,82300,0.365853658536585,5.37772087067862,0.0412879708383962,,0.0918367346938775,0,84
"City","Palo","Palo","IA","Cedar Rapids, IA","""Cedar Rapids, IA""",11036,3.5715811965812,,,,203700,0.0491159135559921,2.4132730015083,0.0330829651448208,,0.113149847094801,0,75.5
"City","Mossyrock","Mossyrock","WA","Centralia, WA","""Centralia, WA""",11037,8.86004273504273,100,,,165900,0.606428138265616,18.5,,,0.0641711229946524,0,64
"City","West Harrison","West Harrison","IN","Cincinnati, OH","""Cincinnati, OH-KY-IN""",11038,5.21047008547009,,,,180100,0.278396436525612,5.87889476778366,0.0315213770127707,,0.0988433228180862,0.0106382978723404,69
"City","Flintville","Flintville","TN",,,11039,6.13354700854701,100,,,100600,-0.69101678183613,15.1029748283753,,,0.110671936758893,0,76
"City","Weston","Weston","OR","Hermiston-Pendleton, OR","""Hermiston-Pendleton, OR""",11041,4.34294871794872,66.67,,,152400,1.06100795755968,9.48275862068965,,,0.0697674418604651,0.333333333333333,80
"City","Reedsville","Reedsville","WI","Manitowoc, WI","""Manitowoc, WI""",11043,2.0534188034188,,,,106300,-1.66512488436633,4.31795878312071,,,0.0950292397660819,0.0153846153846154,89.5
"City","Hillsdale","Hillsdale","IL","Davenport, IL","""Davenport-Moline-Rock Island, IA-IL""",11045,2.00747863247863,,,,95200,0.210526315789474,-2.45901639344262,0.0361344537815127,,0.0945945945945946,0.142857142857143,80
